year,month,hour,city,state,make,model,model_year,vin,mileage_category,weather,roadway_type,roadway_surface,lighting,sv_pre_crash_movement,cp_pre_crash_movement,collision_category,highest_injury_severity_alleged
2020,10,21,Fairfax County,VA,Tesla,Model 3,2018,5YJ3E1EBXJF,Low Medium,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,10,Vista,CA,Tesla,Model Y,2020,5YJYGDEE9LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,3,San Diego,CA,Tesla,Model Y,2021,5YJYGDEE0MF,Low,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,23,Marfa,TX,Tesla,Model X,2022,7SAXCBE69NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,15,Dos Palos,CA,Tesla,Model Y,2021,5YJYGDEE3MF,Low Medium,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,17,San Bernardino,CA,Tesla,Model 3,2022,5YJ3E1EB3NF,Low,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,11,Los Angeles,CA,Tesla,Model 3,2022,5YJ3E1EAXNF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,13,Fullerton,CA,Tesla,Model 3,2020,5YJ3E1EA4LF,Low Medium,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,15,Houston,TX,Tesla,Model Y,2021,5YJYGDEE9MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,2,Hawthorne,CA,Tesla,Model Y,2020,5YJYGDEE7LF,High Medium,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,21,Daphne,AL,Tesla,Model Y,2022,7SAYGDEE1NF,Low,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,12,Austin,TX,Tesla,Model X,2018,5YJXCBE23JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,9,Phoenix,AZ,Tesla,Model X,2017,5YJXCBE2XHF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,0,Grants Pass,OR,Tesla,Model S,2022,5YJSA1E57NF,Low,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,23,Houston,TX,Tesla,Model S,2021,5YJSA1E52MF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,22,Costa Mesa,CA,Tesla,Model X,2023,7SAXCBE51PF,Low,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,10,Los Angeles,CA,Tesla,Model 3,2019,5YJ3E1EA6KF,High Medium,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,23,Princeton,TX,Tesla,Model 3,2017,5YJ3E1EA0HF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,15,N/A,MD,International,LT,2022,3HSDZAPR0NN,Low Medium,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Proceeding Straight,Head-On Collision,Unknown
2022,11,21,Stevensville,MD,Tesla,Model Y,2022,7SAYGDEF8NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,6,Midland,VA,Tesla,Model Y,2020,5YJYGDEF9LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,2,Los Angeles,CA,Tesla,Model 3,2022,5YJ3E1EA4NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,11,23,Sacramento,CA,Tesla,Model Y,2020,5YJYGDEE0LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,19,Poplarville,MS,Tesla,Model Y,2021,5YJYGDEE3MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,6,Ocala,FL,Tesla,Model 3,2018,5YJ3E1EA6JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,6,Stafford Township,NJ,Tesla,Model 3,2022,5YJ3E1EA5NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,20,Fort Meyers,FL,Tesla,Model X,2016,5YJXCAE43GF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,3,Acworth,GA,Tesla,Model 3,2021,5YJ3E1EB7MF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,19,Whitney,TX,Tesla,Model Y,2022,7SAYGAEE1NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,11,Guyton,GA,Tesla,Model 3,2019,5YJ3E1EB0KF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,10,Hamilton Township,NJ,Tesla,Model 3,2020,5YJ3E1EB2LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,18,Frisco,TX,Tesla,Model Y,2020,5YJYGDEF7LF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,15,San Jose,CA,Tesla,Model 3,2022,5YJ3E1EA1NF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,13,Stockton,CA,Tesla,Model Y,2021,5YJYGDEE4MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,22,Cascade-Fairwood,WA,Tesla,Model Y,2022,7SAYGDEF9NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,4,Hillview,KY,Tesla,Model 3,2022,5YJ3E1EB6NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,10,Castro Valley,CA,Tesla,Model Y,2022,7SAYGDEF4NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,6,Mango,FL,Tesla,Model 3,2020,5YJ3E1EA7LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,19,Glendora,CA,Tesla,Model X,2020,5YJXCBE21LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,20,Vacaville,CA,Tesla,Model 3,2018,5YJ3E1EA5JF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,23,Los Gatos,CA,Tesla,Model 3,2019,5YJ3E1EA7KF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,13,Hamilton,NJ,Tesla,Model X,2022,7SAXCBE6XNF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,0,San Jose,CA,Tesla,Model Y,2021,5YJYGAEE8MF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,22,Riverside,CA,Tesla,Model 3,2018,5YJ3E1EA8JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,23,Southampton Township,NJ,Tesla,Model Y,2021,5YJYGDEEXMF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,15,Houston,TX,Tesla,Model Y,2021,5YJYGDEEXMF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,8,Santee,CA,Tesla,Model 3,2022,5YJ3E1EB3NF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,13,Andover,CT,Tesla,Model Y,2021,5YJYGDEE3MF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,5,Austin,TX,Tesla,Model 3,2020,5YJ3E1EB5LF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,2,Estero,FL,Tesla,Model S,2021,5YJSA1E61MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,19,Bentonville,AR,Tesla,Model Y,2020,5YJYGDEE3LF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,8,San Louis Obispo,CA,Subaru,Forester,2021,JF2SKARC5MH,Low,"Clear, Other",Highway / Freeway,Dry,Daylight,Proceeding Straight,Proceeding Straight,CP Rear-Ended By SV,Unknown
2022,10,3,Banning,CA,Tesla,Model Y,2021,5YJYGDED9MF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,5,22,Refugio,TX,BMW,X5 sDrive40i,2020,5UXCR4C0XL9,Low,Clear,Highway / Freeway,Unknown,Dark - Unknown Lighting,Proceeding Straight,Unknown,Other / Unknown,Serious
2022,10,13,Chapin,SC,Tesla,Model 3,2018,5YJ3E1EB1JF,High,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,13,Murrieta,CA,Tesla,Model Y,2020,5YJYGDEEXLF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,4,Everett,WA,Tesla,Model Y,2022,7SAYGDEEXNF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,9,Orono,MN,Tesla,Model X,2020,5YJXCDE27LF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,21,Memphis,TN,Tesla,Model 3,2021,5YJ3E1EC9MF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,14,Haines City,FL,Tesla,Model 3,2020,5YJ3E1EB0LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,13,Los Angeles,CA,Tesla,Model 3,2022,5YJ3E1EB0NF,Low,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,17,Unknown,UNK,Nissan,Rogue SV,2021,5N1AT3BA0MC,Low,Unknown,Unknown,Unknown,Unknown,Making Right Turn,Unknown,Other / Unknown,Minor
2022,10,15,Fort Myers,FL,Tesla,Model X,2016,5YJXCBE22GF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,17,Middletown Township,NJ,Tesla,Model Y,2020,5YJYGDEE3LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,22,Dover,FL,Tesla,Model Y,2021,5YJYGDEE6MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,13,Powhatan,VA,Tesla,Model Y,2022,7SAYGDEE2NA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,10,2,Tracy,CA,Tesla,Model Y,2022,7SAYGDEE5NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,15,Cascade Locks,OR,Tesla,Model Y,2022,7SAYGDEE3NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,16,Campbell,CA,Tesla,Model X,2018,5YJXCBE22JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,4,Vacaville,CA,Tesla,Model 3,2022,5YJ3E1EA5NF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,15,Fredricksburg,VA,Tesla,Model X,2020,5YJXCAE26LF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,14,Silver Creek,NY,Tesla,Model Y,2020,5YJYGDEE5LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,2,Boston,MA,Tesla,Model 3,2018,5YJ3E1EB8JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,15,Corona,CA,Tesla,Model 3,2021,5YJ3E1EBXMF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,2,Livingston,NJ,Tesla,Model Y,2022,7SAYGDEE1NA,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,18,Mountain Top,PA,Tesla,Model X,2018,5YJXCAE25JF,High,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,23,Fort Worth,TX,Tesla,Model 3,2019,5YJ3E1EBXKF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,17,Wilmington,NC,Tesla,Model X,2019,5YJXCAE23KF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,14,McLean,VA,Tesla,Model Y,2021,5YJYGDEE5MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,17,Corona,CA,Tesla,Model Y,2022,7SAYGDEEXNF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,13,Commerce,CA,Kia,EV6,2022,KNDC3DLC8N5,Low,Cloudy,Highway / Freeway,Dry,Daylight,Proceeding Straight,Proceeding Straight,CP Rear-Ended By SV,No Injuries Reported
2022,9,4,City of New York,NY,Tesla,Model Y,2022,7SAYGDEE8NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,20,Los Angeles,CA,Tesla,Model 3,2022,5YJ3E1EA7NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,12,Johnson Creek,WI,Tesla,Model 3,2019,5YJ3E1EB4KF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,2,San Mateo,CA,Tesla,Model X,2020,5YJXCDE25LF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,9,Park Hills,MO,Toyota,Camry HV,2022,4T1F31AKXNU,Low,Clear,Highway / Freeway,Dry,Daylight,Making Left Turn,Unknown,Other / Unknown,Unknown
2022,9,18,San Jose,CA,Mercedes-Benz,S-Class,2021,W1K2231631A,Low,Clear,Street,Dry,Daylight,Parking Maneuver,Parked,CP Rear-Ended By SV,No Injuries Reported
2022,9,21,Lloyd Harbor,NY,Tesla,Model X,2020,5YJXCDE27LF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,18,Franklin,KY,Tesla,Model Y,2020,5YJYGDEE0LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,3,Solebury Township,PA,Tesla,Model Y,2021,5YJYGDED7MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,3,Silverton,OH,Tesla,Model Y,2022,7SAYGDEE5NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,5,Burbank,CA,Tesla,Model 3,2020,5YJ3E1EA6LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,18,San Jose,CA,Mercedes-Benz,S-Class,2021,W1K2231631A,Low,Clear,Street,Dry,Daylight,Parking Maneuver,Parked,CP Rear-Ended By SV,No Injuries Reported
2022,9,12,Rosemont,IL,Tesla,Model 3,2020,5YJ3E1EA1LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,18,Pleasant Grove,CA,Tesla,Model S,2022,5YJSA1E57NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,6,Dade City,FL,Tesla,Model 3,2020,5YJ3E1EA1LF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,15,Mountain View,CA,Tesla,Model X,2016,5YJXCAE21GF,Very High,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,7,Philadelphia,PA,Tesla,Model Y,2022,7SAYGDEE7NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,14,Durham,NC,Tesla,Model 3,2019,5YJ3E1EAXKF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,10,Eden,WI,Tesla,Model Y,2020,5YJYGDEE4LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,13,Glendora,CA,Tesla,Model Y,2022,7SAYGDEF7NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,2,Lake Hughes,CA,Tesla,Model Y,2021,5YJYGDEE9MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,9,21,Vidor,TX,Tesla,Model Y,2021,5YJYGDEE8MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,20,Atlanta,GA,Tesla,Model Y,2021,5YJYGDEE2MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,22,Oak Forest,IL,Tesla,Model S,2022,5YJSA1E57NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,20,Catonsville,MD,Toyota,RAV4 HV,2022,4T3RWRFV7NU,Low,Unknown,Highway / Freeway,Dry,Unknown,"Other, see Narrative","Other, see Narrative",Other / Unknown,No Injuries Reported
2022,8,1,Long Beach,CA,Tesla,Model 3,2022,5YJ3E1EB3NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,4,Rochester Hills,MI,Tesla,Model Y,2022,7SAYGDEE6NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,19,Orlovista,FL,Tesla,Model Y,2020,5YJYGDEF7LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,19,Osceola County,FL,Tesla,Model 3,2018,5YJ3E1EB9JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,16,Weston,FL,Tesla,Model Y,2021,5YJYGDEE1MF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,3,Goldsboro,NC,Toyota,Corolla,2021,JTDEPMAE0MJ,Low,Unknown,Highway / Freeway,Unknown,Dark - Not Lighted,Proceeding Straight,Traveling Wrong Way,Top / Rollover / Unusual Impact,Unknown
2022,8,14,Glendale,CA,Tesla,Model Y,2021,5YJYGAEE7MF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,8,Pasadena,CA,Tesla,Model Y,2021,5YJYGDEE7MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,22,Austin,TX,Tesla,Model 3,2018,5YJ3E1EA5JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,19,Brecksville,OH,Tesla,Model Y,2021,5YJYGDED0MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,12,Old Saybrook,CT,Tesla,Model Y,2021,5YJYGAEEXMF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,3,Miami,FL,Tesla,Model Y,2021,5YJYGDEE9MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,22,Wadsworth,IL,Tesla,Model Y,2021,5YJYGDEE0MF,Low,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,18,Palm Beach Gardens,FL,Tesla,Model Y,2021,5YJYGAEE1MF,Low,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,15,Mamaroneck,NY,Subaru,Forester,2020,JF2SKAUC5LH,Low,Clear,Highway / Freeway,Dry,Daylight,Proceeding Straight,Unknown,Other / Unknown,No Injuries Reported
2022,8,10,Cary,NC,Tesla,Model 3,2018,5YJ3E1EB0JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,5,Kissimmee,FL,Tesla,Model 3,2022,5YJ3E1EB9NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,19,Merrick,NY,Tesla,Model 3,2020,5YJ3E1EB3LF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,23,St. Cloud,FL,Tesla,Model S,2022,5YJSA1E50NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,17,Tracy,CA,Tesla,Model Y,2021,5YJYGDEE1MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,18,Los Angeles,CA,Tesla,Model 3,2020,5YJ3E1EB2LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,22,North Port,FL,Tesla,Model Y,2021,5YJYGDEE0MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,15,North Bethesda,MD,Tesla,Model Y,2022,7SAYGDEE0NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,8,Unknown,WV,Subaru,Outback,2020,4S4BTGPD8L3,Low,Clear,Unknown,Dry,Daylight,Unknown,Unknown,Other / Unknown,Minor
2022,6,7,Fairfield,TX,Toyota,Sienna HV,2021,5TDERKEC8MS,Low,Unknown,Highway / Freeway,Dry,Unknown,Proceeding Straight,"Other, see Narrative",CP Rear-Ended By SV,Unknown
2022,8,22,Dallas,TX,Tesla,Model Y,2021,5YJYGDEE2MF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,1,Wilton,CT,Tesla,Model Y,2022,7SAYGAEE7NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,23,Alpharetta,GA,Tesla,Model Y,2021,5YJYGDEE8MF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,11,Coconut Creek,FL,Tesla,Model S,2021,5YJSA1E66MF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,3,Mobile,AL,Tesla,Model 3,2020,5YJ3E1EAXLF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,10,New Haven,CT,Tesla,Model 3,2021,5YJ3E1EB9MF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,8,9,Twentynine Palms,CA,Tesla,Model 3,2022,5YJ3E1EB9NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,3,Keokuk,IA,Freightliner,Cascadia,2022,3AKJHHDR6NS,Low Medium,Unknown,Highway / Freeway,Dry,Unknown,"Other, see Narrative","Other, see Narrative",Other / Unknown,No Injuries Reported
2022,8,10,Mt. Laurel Township,NJ,Tesla,Model 3,2022,5YJ3E1EC8NF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,10,Dallas,TX,Tesla,Model X,2017,5YJXCAE29HF,High,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,19,Sandia Park,NM,Tesla,Model 3,2019,5YJ3E1EB2KF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,9,Camarillo,CA,Tesla,Model 3,2020,5YJ3E1EB6LF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,5,19,Altadena,CA,Lexus,NX 350,2022,JTJGGCEZ3N2,Low,Clear,Highway / Freeway,Unknown,Daylight,Proceeding Straight,Unknown,CP Rear-Ended By SV,Unknown
2022,7,13,Dallas,TX,Tesla,Model 3,2021,5YJ3E1EC9MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,21,Creola,AL,Tesla,Model Y,2021,5YJYGDEE5MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,15,Orlando,FL,Tesla,Model 3,2019,5YJ3E1EA4KF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,15,Diamond Bar,CA,Tesla,Model X,2016,5YJXCBE27GF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,21,Athens,NY,Tesla,Model S,2016,5YJSA1E20GF,Very High,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,19,Concord,CA,Tesla,Model X,2018,5YJXCAE23JF,Low Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,7,Bluffdale,UT,Tesla,Model 3,2020,5YJ3E1EC2LF,Low Medium,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Fatality
2022,7,4,Unknown,UNK,Tesla,Model S,2018,5YJSA1E25JF,Low,Unknown,Highway / Freeway,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,1,Avondale,AZ,Tesla,Model S,2015,5YJSA1E29FF,High Medium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,0,Afton,NY,Tesla,Model 3,2021,5YJ3E1EB4MF,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
2022,7,22,Fredericksburg,VA,Tesla,Model S,2016,5YJSA1E24GF,High,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other / Unknown,Unknown
